miRNA_ID	Target_ID	Score	Total_Mispair	Seed_Mispair	Pred_Cleav
ath-miR167a-3p	AT1G15290.1	4.5	5	1	No
ath-miR838	AT5G41020.1	5	4	1	No
ath-miR4245	AT5G58250.1	5	5	0	No
ath-miR172c	AT3G48260.1	5	4	1	Yes
ath-miR161.2	AT1G63230.1	3	3	0	No
ath-miR161.2	AT1G63630.1	2.5	3	0	No
ath-miR396a-3p	AT5G47220.1	3	4	0	Yes
ath-miR838	AT2G29640.1	5	4	1	No
ath-miR859	AT3G19560.1	5	4	1	Yes
ath-miR396a-5p	AT3G01040.2	4	3	0	Yes
ath-miR396a-5p	AT5G15470.1	4	5	0	Yes
ath-miR396a-5p	AT3G01040.1	4	3	0	Yes
ath-miR158a-3p	AT4G28550.1	5	3	0	Yes
ath-miR840-3p	AT5G55930.1	5	5	1	Yes
ath-miR157d	AT4G27470.1	5	6	0	Yes
ath-miR396b-5p	AT1G11160.1	4.5	6	1	Yes
ath-miR396b-5p	AT1G61210.2	5	7	1	Yes
ath-miR396b-5p	AT1G61210.1	5	7	1	Yes
ath-miR857	AT2G02010.1	4.5	4	0	Yes
ath-miR859	AT3G13830.1	3	3	1	No
ath-miR859	AT1G11810.1	3	2	0	Yes
ath-miR172b-5p	AT1G28100.3	5	4	0	No
ath-miR172e-5p	AT1G28100.5	5	4	0	No
ath-miR172e-5p	AT1G28100.3	5	4	0	No
ath-miR172b-5p	AT1G28100.4	5	4	0	No
ath-miR172e-5p	AT1G28100.2	5	4	0	No
ath-miR172b-5p	AT1G28100.1	5	4	0	No
ath-miR172e-5p	AT1G28100.4	5	4	0	No
ath-miR172e-5p	AT1G28100.1	5	4	0	No
ath-miR172b-5p	AT1G28100.5	5	4	0	No
ath-miR172b-5p	AT1G28100.2	5	4	0	No
ath-miR172d-3p	AT5G59730.1	4.5	5	0	Yes
ath-miR172c	AT5G59730.1	4.5	5	0	Yes
ath-miR172c	AT5G59730.2	4.5	5	0	Yes
ath-miR172d-3p	AT5G59730.2	4.5	5	0	Yes
ath-miR396b-5p	AT1G13390.2	5	4	0	No
ath-miR396b-5p	AT1G13390.1	5	4	0	No
ath-miR4243	AT3G22870.1	4.5	5	1	No
ath-miR4243	AT2G38590.1	4.5	4	1	Yes
ath-miR172d-5p	AT3G49330.1	5	6	0	Yes
ath-miR159b-5p	AT2G30600.5	4.5	6	0	Yes
ath-miR159b-5p	AT2G30600.1	4.5	6	0	Yes
ath-miR159b-5p	AT2G30600.2	4.5	6	0	Yes
ath-miR159b-5p	AT2G30600.3	4.5	6	0	Yes
ath-miR159b-5p	AT2G30600.4	4.5	6	0	Yes
ath-miR161.2	AT1G63400.1	2	1	0	Yes
ath-miR161.2	AT1G62930.1	3	2	0	No
ath-miR161.2	AT1G62914.1	3	2	0	No
ath-miR161.2	AT1G63130.1	3	2	0	No
ath-miR161.2	AT1G62910.1	3	2	0	No
ath-miR838	AT1G67040.1	4	3	1	No
ath-miR159a	AT2G34010.1	3	2	1	Yes
ath-miR159b-3p	AT2G34010.1	4	3	1	Yes
ath-miR159a	AT1G29010.1	3.5	3	1	Yes
ath-miR159b-3p	AT1G29010.1	4.5	4	1	Yes
ath-miR396b-5p	AT4G15053.1	5	5	1	Yes
ath-miR834	AT5G51330.1	5	6	2	Yes
ath-miR390a-3p	AT3G19950.1	5	5	1	Yes
ath-miR397a	AT3G05350.1	4	6	0	Yes
ath-miR397b	AT3G05350.1	5	7	0	Yes
ath-miR156h	AT3G11960.1	3	2	1	Yes
ath-miR158b	AT1G64100.1	4	3	1	Yes
ath-miR158a-3p	AT1G64100.1	3	2	1	Yes
ath-miR158b	AT1G64100.2	4	3	1	Yes
ath-miR158a-3p	AT1G64100.2	3	2	1	Yes
ath-miR158a-5p	AT1G76810.1	5	4	0	Yes
ath-miR781a	AT2G19120.1	5	6	1	Yes
ath-miR781b	AT2G19120.1	5	6	1	Yes
ath-miR172d-5p	AT2G23140.1	5	4	1	Yes
ath-miR172d-5p	AT2G23140.2	5	4	1	Yes
ath-miR159b-5p	AT5G17770.1	4.5	4	1	Yes
ath-miR156e	AT2G42200.1	1	1	0	Yes
ath-miR156b-5p	AT2G42200.1	1	1	0	Yes
ath-miR156a-5p	AT2G42200.1	1	1	0	Yes
ath-miR156c-5p	AT2G42200.1	1	1	0	Yes
ath-miR156i	AT2G42200.1	1	1	0	Yes
ath-miR156f-5p	AT2G42200.1	1	1	0	Yes
ath-miR156g	AT2G42200.1	2	2	0	Yes
ath-miR156d-5p	AT2G42200.1	1	1	0	Yes
ath-miR396b-5p	AT5G53660.1	4	3	1	Yes
ath-miR396a-5p	AT5G53660.1	3.5	3	1	Yes
ath-miR396b-5p	AT2G45480.1	3	2	1	Yes
ath-miR396a-5p	AT2G36400.1	3	2	0	Yes
ath-miR396a-5p	AT4G37740.1	3.5	3	0	Yes
ath-miR396b-5p	AT4G37740.1	4	3	0	Yes
ath-miR396b-5p	AT2G36400.1	4	3	0	Yes
ath-miR396a-5p	AT2G45480.1	4	3	1	Yes
ath-miR396b-5p	AT2G22840.1	4	3	0	Yes
ath-miR396b-5p	AT3G52910.1	4	3	0	Yes
ath-miR396b-5p	AT4G24150.1	4	3	1	Yes
ath-miR396a-5p	AT3G52910.1	3	2	0	Yes
ath-miR396a-5p	AT2G22840.1	3.5	3	0	Yes
ath-miR396a-5p	AT4G24150.1	3.5	3	1	Yes
ath-miR396a-5p	AT1G03650.1	5	6	0	Yes
ath-miR395e	AT5G54690.1	4.5	5	0	Yes
ath-miR395a	AT5G54690.1	4.5	5	0	Yes
ath-miR395d	AT5G54690.1	4.5	5	0	Yes
ath-miR156i	AT1G16240.2	4	5	1	Yes
ath-miR156f-5p	AT1G16240.3	5	6	1	Yes
ath-miR156b-5p	AT1G16240.3	5	6	1	Yes
ath-miR156f-5p	AT1G16240.2	5	6	1	Yes
ath-miR156e	AT1G16240.2	5	6	1	Yes
ath-miR156a-5p	AT1G16240.3	5	6	1	Yes
ath-miR156e	AT1G16240.1	5	6	1	Yes
ath-miR156i	AT1G16240.3	4	5	1	Yes
ath-miR156c-5p	AT1G16240.3	5	6	1	Yes
ath-miR156d-5p	AT1G16240.2	5	6	1	Yes
ath-miR156b-5p	AT1G16240.1	5	6	1	Yes
ath-miR156d-5p	AT1G16240.3	5	6	1	Yes
ath-miR156d-5p	AT1G16240.1	5	6	1	Yes
ath-miR156a-5p	AT1G16240.2	5	6	1	Yes
ath-miR156f-5p	AT1G16240.1	5	6	1	Yes
ath-miR156c-5p	AT1G16240.2	5	6	1	Yes
ath-miR156a-5p	AT1G16240.1	5	6	1	Yes
ath-miR156i	AT1G16240.1	4	5	1	Yes
ath-miR156c-5p	AT1G16240.1	5	6	1	Yes
ath-miR156b-5p	AT1G16240.2	5	6	1	Yes
ath-miR156e	AT1G16240.3	5	6	1	Yes
ath-miR838	AT4G10050.1	5	4	1	No
ath-miR160a-5p	AT4G30080.1	2.5	3	0	Yes
ath-miR160b	AT4G30080.1	2.5	3	0	Yes
ath-miR160c-5p	AT4G30080.1	2.5	3	0	Yes
ath-miR838	AT3G56150.2	5	4	0	No
ath-miR838	AT3G56150.1	5	4	0	No
ath-miR472-3p	AT5G05400.1	5	3	2	Yes
ath-miR472-3p	AT4G10780.1	4	2	1	Yes
ath-miR472-3p	AT1G12280.1	4.5	3	1	Yes
ath-miR158a-5p	AT4G14800.1	5	5	1	Yes
ath-miR158a-5p	AT3G22630.1	5	5	0	Yes
ath-miR158a-5p	AT4G14800.2	5	5	1	Yes
ath-miR834	AT2G39900.1	5	7	0	No
ath-miR396b-5p	AT2G42560.1	4.5	5	0	Yes
ath-miR164c-5p	AT2G15530.1	4.5	5	0	Yes
ath-miR164a	AT2G15530.2	4.5	5	0	Yes
ath-miR164b-5p	AT2G15530.1	4.5	5	0	Yes
ath-miR164a	AT2G15530.3	4.5	5	0	Yes
ath-miR164a	AT2G15530.4	4.5	5	0	Yes
ath-miR164b-5p	AT2G15530.2	4.5	5	0	Yes
ath-miR164c-5p	AT2G15530.3	4.5	5	0	Yes
ath-miR164c-5p	AT2G15530.2	4.5	5	0	Yes
ath-miR164a	AT2G15530.1	4.5	5	0	Yes
ath-miR164b-5p	AT2G15530.4	4.5	5	0	Yes
ath-miR164c-5p	AT2G15530.4	4.5	5	0	Yes
ath-miR164b-5p	AT2G15530.3	4.5	5	0	Yes
ath-miR161.1	AT1G63630.1	3.5	4	1	Yes
ath-miR161.1	AT1G64100.2	5	6	1	Yes
ath-miR161.1	AT1G63230.1	3.5	4	1	Yes
ath-miR161.1	AT1G63630.2	3.5	4	1	Yes
ath-miR161.1	AT1G64100.1	5	6	1	Yes
ath-miR396b-3p	AT4G20440.4	5	6	0	No
ath-miR396b-3p	AT4G20440.3	5	6	0	No
ath-miR396b-3p	AT4G20440.1	5	6	0	No
ath-miR172a	AT3G13430.2	4.5	5	0	Yes
ath-miR172e-3p	AT3G13430.2	5	6	0	Yes
ath-miR172b-3p	AT3G13430.2	4.5	5	0	Yes
ath-miR172e-3p	AT3G13430.1	5	6	0	Yes
ath-miR172e-3p	AT3G13430.3	5	6	0	Yes
ath-miR172a	AT3G13430.3	4.5	5	0	Yes
ath-miR172a	AT3G13430.1	4.5	5	0	Yes
ath-miR172b-3p	AT3G13430.1	4.5	5	0	Yes
ath-miR172b-3p	AT3G13430.3	4.5	5	0	Yes
ath-miR841b-5p	AT2G38810.3	2	1	1	Yes
ath-miR841b-5p	AT2G38810.1	2	1	1	Yes
ath-miR841b-5p	AT2G38810.2	2	1	1	Yes
ath-miR841a-5p	AT2G38810.2	4	2	1	Yes
ath-miR841a-5p	AT2G38810.1	4	2	1	Yes
ath-miR841a-5p	AT2G38810.3	4	2	1	Yes
ath-miR398c-3p	AT3G15640.2	5	3	1	Yes
ath-miR398a-3p	AT3G15640.2	4	2	1	Yes
ath-miR398b-3p	AT3G15640.2	5	3	1	Yes
ath-miR398a-3p	AT3G15640.1	4	2	1	Yes
ath-miR398c-3p	AT3G15640.1	5	3	1	Yes
ath-miR398b-3p	AT3G15640.1	5	3	1	Yes
ath-miR781b	AT5G24590.2	5	7	0	No
ath-miR781a	AT5G24590.2	5	7	0	No
ath-miR838	AT3G52380.1	5	5	2	Yes
ath-miR838	AT5G41960.1	4	3	0	No
ath-miR838	AT1G54270.1	4	3	1	No
ath-miR838	AT1G54270.2	4	3	1	No
ath-miR838	AT5G06380.1	5	4	1	No
ath-miR169e	AT4G00893.1	3.5	4	1	Yes
ath-miR169f-5p	AT4G00893.1	3.5	4	1	Yes
ath-miR169a-5p	AT4G12382.2	4	4	0	Yes
ath-miR169d	AT4G00893.1	3.5	4	1	Yes
ath-miR169c	AT4G00893.1	4	5	0	Yes
ath-miR169a-5p	AT4G12382.1	4	4	0	Yes
ath-miR169g-5p	AT4G00893.1	3.5	4	1	Yes
ath-miR169a-5p	AT4G00893.1	3.5	4	0	Yes
ath-miR169b-5p	AT4G00893.1	4	5	0	Yes
ath-miR472-5p	AT2G47160.1	5	5	0	Yes
ath-miR472-5p	AT2G47160.2	5	5	0	Yes
ath-miR169l	AT5G47435.1	5	5	0	No
ath-miR169k	AT5G47435.2	5	5	0	No
ath-miR169k	AT5G47435.1	5	5	0	No
ath-miR169i	AT5G47435.1	5	5	0	No
ath-miR169l	AT5G47435.2	5	5	0	No
ath-miR169i	AT5G47435.2	5	5	0	No
ath-miR169m	AT5G47435.1	5	5	0	No
ath-miR169h	AT5G47435.1	5	5	0	No
ath-miR169m	AT5G47435.2	5	5	0	No
ath-miR169j	AT5G47435.1	5	5	0	No
ath-miR169n	AT5G47435.2	5	5	0	No
ath-miR169n	AT5G47435.1	5	5	0	No
ath-miR169j	AT5G47435.2	5	5	0	No
ath-miR169h	AT5G47435.2	5	5	0	No
ath-miR161.2	AT5G16640.1	3.5	3	1	Yes
ath-miR846-3p	AT1G33790.2	5	5	0	Yes
ath-miR846-3p	AT1G33790.1	5	5	0	Yes
ath-miR846-3p	AT1G33790.2	3	2	0	Yes
ath-miR846-3p	AT5G28520.1	3.5	3	0	Yes
ath-miR842	AT1G62750.1	4	3	0	Yes
ath-miR169c	AT3G05690.1	4	4	0	Yes
ath-miR169e	AT3G05690.1	3	3	0	No
ath-miR169g-5p	AT3G05690.1	3	3	0	No
ath-miR169d	AT3G05690.1	3	3	0	No
ath-miR169f-5p	AT3G05690.1	3	3	0	No
ath-miR169b-5p	AT3G05690.1	4	4	0	Yes
ath-miR169a-5p	AT3G05690.1	5	5	0	Yes
ath-miR157d	AT4G28660.2	5	5	0	No
ath-miR157d	AT4G28660.1	5	5	0	No
ath-miR838	AT1G60940.1	4.5	5	1	Yes
ath-miR838	AT1G60940.2	4.5	5	1	Yes
ath-miR399a	AT5G39900.1	5	4	0	No
ath-miR859	AT3G19880.1	3	4	0	No
ath-miR838	AT1G14350.1	5	4	0	No
ath-miR838	AT1G14350.2	5	4	0	No
ath-miR158b	AT1G48780.1	5	5	0	Yes
ath-miR158a-3p	AT1G48780.1	5	5	0	Yes
ath-miR172a	AT3G44690.1	4.5	5	0	Yes
ath-miR172e-3p	AT3G44690.1	4.5	5	0	Yes
ath-miR172b-3p	AT3G44690.1	4.5	5	0	Yes
ath-miR856	AT5G41610.1	1	1	1	Yes
ath-miR172c	AT3G07770.1	4	3	0	Yes
ath-miR172b-3p	AT3G07770.1	3.5	3	0	Yes
ath-miR172d-3p	AT3G07770.1	4	3	0	Yes
ath-miR172a	AT3G07770.1	3.5	3	0	Yes
ath-miR172e-3p	AT3G07770.1	4	4	0	Yes
ath-miR165a-5p	AT4G18905.1	5	4	1	No
ath-miR165a-5p	AT4G18905.2	5	4	1	No
ath-miR408-5p	AT2G31865.2	4	5	0	Yes
ath-miR408-5p	AT2G31865.1	4	5	0	Yes
ath-miR164b-5p	AT2G46535.1	5	6	0	No
ath-miR164a	AT2G46535.1	5	6	0	No
ath-miR834	AT2G45000.1	5	5	1	No
ath-miR158a-3p	AT1G12730.2	5	5	0	No
ath-miR158b	AT1G12730.2	5	5	0	No
ath-miR158b	AT1G12730.1	5	5	0	No
ath-miR158a-3p	AT1G12730.1	5	5	0	No
ath-miR834	AT3G43920.2	5	7	0	Yes
ath-miR834	AT3G43920.1	5	7	0	Yes
ath-miR834	AT3G43920.3	5	7	0	Yes
ath-miR395a	AT1G32300.1	5	4	0	No
ath-miR157c-3p	AT4G35040.1	4	4	0	Yes
ath-miR393a-3p	AT3G28150.1	5	5	1	Yes
ath-miR172e-5p	AT3G57330.1	5	3	1	Yes
ath-miR172b-5p	AT3G57330.1	5	3	1	Yes
ath-miR403-3p	AT1G31280.1	1	1	0	Yes
ath-miR172e-5p	AT5G65670.1	3.5	3	1	Yes
ath-miR172e-5p	AT5G65670.2	3.5	3	1	Yes
ath-miR172b-5p	AT5G65670.1	3.5	3	1	Yes
ath-miR172b-5p	AT5G65670.2	3.5	3	1	Yes
ath-miR398c-3p	AT5G14550.1	0	0	0	Yes
ath-miR398a-3p	AT5G14550.1	1	1	0	Yes
ath-miR398b-3p	AT5G14550.1	0	0	0	Yes
ath-miR169a-5p	AT2G43970.2	5	4	1	Yes
ath-miR169a-5p	AT2G43970.1	5	4	1	Yes
ath-miR156d-5p	AT3G10910.1	5	5	1	Yes
ath-miR156b-5p	AT3G10912.1	5	5	1	Yes
ath-miR156f-5p	AT3G10910.1	5	5	1	Yes
ath-miR156b-5p	AT3G10910.1	5	5	1	Yes
ath-miR156a-5p	AT3G10912.1	5	5	1	Yes
ath-miR156i	AT3G10910.1	4	4	1	Yes
ath-miR156c-5p	AT3G10910.1	5	5	1	Yes
ath-miR156a-5p	AT3G10910.1	5	5	1	Yes
ath-miR156d-5p	AT3G10912.1	5	5	1	Yes
ath-miR156i	AT3G10912.1	4	4	1	Yes
ath-miR156f-5p	AT3G10912.1	5	5	1	Yes
ath-miR156e	AT3G10910.1	5	5	1	Yes
ath-miR156e	AT3G10912.1	5	5	1	Yes
ath-miR156c-5p	AT3G10912.1	5	5	1	Yes
ath-miR167c-5p	AT3G06868.1	5	4	0	No
ath-miR157a-5p	AT1G76680.2	4.5	4	0	Yes
ath-miR157b-5p	AT1G76680.1	4.5	4	0	Yes
ath-miR157c-5p	AT1G76680.2	4.5	4	0	Yes
ath-miR157a-5p	AT1G76680.1	4.5	4	0	Yes
ath-miR157b-5p	AT1G76680.2	4.5	4	0	Yes
ath-miR157c-5p	AT1G76680.1	4.5	4	0	Yes
ath-miR169f-3p	AT1G63210.1	5	5	0	No
ath-miR156a-5p	AT1G48430.1	5	4	1	Yes
ath-miR156f-5p	AT1G48430.1	5	4	1	Yes
ath-miR156e	AT1G48430.1	5	4	1	Yes
ath-miR156b-5p	AT1G48430.1	5	4	1	Yes
ath-miR156d-5p	AT1G48430.1	5	4	1	Yes
ath-miR156c-5p	AT1G48430.1	5	4	1	Yes
ath-miR400	AT5G39710.1	4	3	1	Yes
ath-miR156e	AT4G25440.1	4	4	0	No
ath-miR156c-5p	AT4G25440.1	4	4	0	No
ath-miR156b-5p	AT4G25440.1	4	4	0	No
ath-miR156f-5p	AT4G25440.1	4	4	0	No
ath-miR156a-5p	AT4G25440.1	4	4	0	No
ath-miR156g	AT4G25440.1	5	5	0	No
ath-miR156d-5p	AT4G25440.1	4	4	0	No
ath-miR399c-3p	AT1G76870.1	5	4	1	Yes
ath-miR399b	AT1G76870.1	5	4	1	Yes
ath-miR167c-5p	AT4G37610.1	5	4	0	No
ath-miR835-5p	AT1G17270.1	4	4	1	Yes
ath-miR838	AT5G03495.1	5	5	1	No
ath-miR399e	AT4G01970.1	5	4	1	Yes
ath-miR399a	AT4G01970.1	5	4	1	Yes
ath-miR172d-5p	AT4G11820.2	5	5	1	Yes
ath-miR172d-5p	AT4G11820.1	5	5	1	Yes
ath-miR396b-5p	AT4G35785.3	5	3	1	Yes
ath-miR847	AT1G63650.2	3.5	4	0	Yes
ath-miR847	AT1G63650.1	3.5	4	0	Yes
ath-miR847	AT1G63650.3	3.5	4	0	Yes
ath-miR396a-5p	AT2G31010.1	4.5	4	0	No
ath-miR396a-5p	AT2G31010.2	4.5	4	0	No
ath-miR857	AT3G27510.1	5	6	1	Yes
ath-miR857	AT5G42840.1	5	6	1	No
ath-miR857	AT5G42840.2	5	6	1	No
ath-miR859	AT3G17540.1	3.5	3	0	No
ath-miR859	AT2G24510.1	3.5	3	1	Yes
ath-miR857	AT5G06120.1	4.5	5	1	No
ath-miR857	AT5G06120.4	4.5	5	1	No
ath-miR857	AT5G06120.3	4.5	5	1	No
ath-miR857	AT5G06120.2	4.5	5	1	No
ath-miR172a	AT3G61160.1	4.5	5	1	No
ath-miR172b-3p	AT3G61160.2	4.5	5	1	No
ath-miR172e-3p	AT3G61160.2	5	6	1	No
ath-miR172a	AT3G61160.2	4.5	5	1	No
ath-miR172e-3p	AT4G00720.1	5	5	0	Yes
ath-miR172a	AT4G00720.1	4.5	4	0	Yes
ath-miR172b-3p	AT4G00720.1	4.5	4	0	Yes
ath-miR172e-3p	AT3G61160.1	5	6	1	No
ath-miR172b-3p	AT3G61160.1	4.5	5	1	No
ath-miR4245	AT5G46580.1	4.5	5	0	Yes
ath-miR166a-3p	AT1G30490.1	3	4	0	Yes
ath-miR166e-3p	AT4G32880.1	3	4	0	Yes
ath-miR166f	AT1G52150.1	2.5	3	0	Yes
ath-miR165b	AT4G32880.1	2.5	3	0	Yes
ath-miR166c	AT2G34710.1	3	4	0	Yes
ath-miR166a-3p	AT1G52150.2	2.5	3	0	Yes
ath-miR166a-3p	AT5G60690.1	3	4	0	Yes
ath-miR166c	AT5G60690.1	3	4	0	Yes
ath-miR166c	AT1G30490.1	3	4	0	Yes
ath-miR166e-3p	AT1G52150.3	2.5	3	0	Yes
ath-miR166a-3p	AT4G32880.1	3	4	0	Yes
ath-miR166b-3p	AT1G30490.1	3	4	0	Yes
ath-miR166d	AT2G34710.1	3	4	0	Yes
ath-miR166f	AT1G52150.3	2.5	3	0	Yes
ath-miR166a-3p	AT2G34710.1	3	4	0	Yes
ath-miR166g	AT4G32880.1	3	4	0	Yes
ath-miR166b-3p	AT1G52150.2	2.5	3	0	Yes
ath-miR166g	AT1G52150.2	2.5	3	0	Yes
ath-miR166c	AT1G52150.3	2.5	3	0	Yes
ath-miR165b	AT1G30490.1	2.5	3	0	Yes
ath-miR166g	AT5G60690.1	3	4	0	Yes
ath-miR166g	AT1G52150.1	2.5	3	0	Yes
ath-miR165b	AT1G52150.3	3.5	4	0	Yes
ath-miR166e-3p	AT1G30490.1	3	4	0	Yes
ath-miR165a-3p	AT5G60690.1	2.5	3	0	Yes
ath-miR166b-3p	AT1G52150.1	2.5	3	0	Yes
ath-miR166e-3p	AT1G52150.1	2.5	3	0	Yes
ath-miR165b	AT5G60690.1	2.5	3	0	Yes
ath-miR166d	AT5G60690.1	3	4	0	Yes
ath-miR165b	AT1G52150.2	3.5	4	0	Yes
ath-miR166a-3p	AT1G52150.3	2.5	3	0	Yes
ath-miR166e-3p	AT1G52150.2	2.5	3	0	Yes
ath-miR166c	AT1G52150.1	2.5	3	0	Yes
ath-miR166c	AT1G52150.2	2.5	3	0	Yes
ath-miR166e-3p	AT5G60690.1	3	4	0	Yes
ath-miR165a-3p	AT1G30490.1	2.5	3	0	Yes
ath-miR165a-3p	AT2G34710.1	2.5	3	0	Yes
ath-miR166d	AT1G30490.1	3	4	0	Yes
ath-miR166b-3p	AT1G52150.3	2.5	3	0	Yes
ath-miR165a-3p	AT1G52150.2	3.5	4	0	Yes
ath-miR166e-3p	AT2G34710.1	3	4	0	Yes
ath-miR166b-3p	AT2G34710.1	3	4	0	Yes
ath-miR165b	AT2G34710.1	2.5	3	0	Yes
ath-miR166f	AT2G34710.1	3	4	0	Yes
ath-miR166f	AT5G60690.1	3	4	0	Yes
ath-miR165a-3p	AT4G32880.1	2.5	3	0	Yes
ath-miR166b-3p	AT4G32880.1	3	4	0	Yes
ath-miR166d	AT1G52150.3	2.5	3	0	Yes
ath-miR166f	AT1G30490.1	3	4	0	Yes
ath-miR166g	AT1G30490.1	3	4	0	Yes
ath-miR165a-3p	AT1G52150.1	3.5	4	0	Yes
ath-miR166d	AT1G52150.2	2.5	3	0	Yes
ath-miR165b	AT1G52150.1	3.5	4	0	Yes
ath-miR166f	AT4G32880.1	3	4	0	Yes
ath-miR165a-3p	AT1G52150.3	3.5	4	0	Yes
ath-miR166f	AT1G52150.2	2.5	3	0	Yes
ath-miR166d	AT1G52150.1	2.5	3	0	Yes
ath-miR166g	AT1G52150.3	2.5	3	0	Yes
ath-miR166g	AT2G34710.1	3	4	0	Yes
ath-miR166b-3p	AT5G60690.1	3	4	0	Yes
ath-miR166a-3p	AT1G52150.1	2.5	3	0	Yes
ath-miR166c	AT4G32880.1	3	4	0	Yes
ath-miR166d	AT4G32880.1	3	4	0	Yes
ath-miR835-5p	AT4G15420.1	4	5	0	Yes
ath-miR781b	AT1G44900.1	3	4	0	No
ath-miR781b	AT1G44900.2	3	4	0	No
ath-miR781a	AT1G44900.1	3	4	0	No
ath-miR781a	AT1G44900.2	3	4	0	No
ath-miR172e-3p	AT1G33400.1	4	5	0	No
ath-miR166a-5p	AT2G41620.1	5	6	1	Yes
ath-miR166b-5p	AT2G41620.1	5	6	1	Yes
ath-miR157c-3p	AT4G05400.1	5	4	0	No
ath-miR157a-5p	AT5G50570.2	3	2	0	Yes
ath-miR157a-5p	AT5G50570.1	3	2	0	Yes
ath-miR157b-5p	AT5G50570.1	3	2	0	Yes
ath-miR157a-5p	AT5G50670.1	3	2	0	Yes
ath-miR157c-5p	AT5G50670.1	3	2	0	Yes
ath-miR157b-5p	AT5G50570.2	3	2	0	Yes
ath-miR157c-5p	AT5G50570.2	3	2	0	Yes
ath-miR157c-5p	AT5G50570.1	3	2	0	Yes
ath-miR157b-5p	AT5G50670.1	3	2	0	Yes
ath-miR859	AT3G16880.1	1	2	0	Yes
ath-miR162a-3p	AT1G01040.1	2	1	1	Yes
ath-miR162b-3p	AT1G01040.1	2	1	1	Yes
ath-miR157a-3p	AT1G09720.1	5	5	0	No
ath-miR157b-3p	AT1G09720.1	5	5	0	No
ath-miR400	AT3G06130.1	4.5	5	0	Yes
ath-miR400	AT3G06130.2	4.5	5	0	Yes
ath-miR157c-3p	AT2G06990.1	4	3	0	No
ath-miR159b-3p	AT2G32460.1	3.5	3	1	Yes
ath-miR159a	AT2G32460.1	2.5	2	1	Yes
ath-miR159b-3p	AT2G32460.2	3.5	3	1	Yes
ath-miR159a	AT2G32460.2	2.5	2	1	Yes
ath-miR172c	AT3G62870.1	5	4	0	No
ath-miR172d-3p	AT3G62870.1	5	4	0	No
ath-miR396a-5p	AT2G39620.1	5	7	0	Yes
ath-miR400	AT1G59750.1	5	6	1	No
ath-miR400	AT1G59750.4	5	6	1	No
ath-miR400	AT1G59750.2	5	6	1	No
ath-miR400	AT1G59750.3	5	6	1	No
ath-miR396b-5p	AT5G05180.1	4.5	4	0	No
ath-miR396b-5p	AT5G05180.2	4.5	4	0	No
ath-miR396a-5p	AT5G57590.1	4.5	5	1	No
ath-miR396b-5p	AT5G57590.1	3.5	4	1	No
ath-miR172d-5p	AT2G20030.1	5	4	0	Yes
ath-miR858a	AT1G17760.1	5	4	1	Yes
ath-miR164b-3p	AT3G44170.1	5	3	1	Yes
ath-miR396b-5p	AT3G01790.1	4	3	1	Yes
ath-miR396b-5p	AT3G01790.2	4	3	1	Yes
ath-miR396a-5p	AT3G01790.1	5	4	1	Yes
ath-miR396a-5p	AT3G01790.2	5	4	1	Yes
ath-miR394a	AT3G52260.1	4	3	1	Yes
ath-miR394a	AT3G52260.2	4	3	1	Yes
ath-miR394b-5p	AT3G52260.3	4	3	1	Yes
ath-miR394b-5p	AT3G52260.1	4	3	1	Yes
ath-miR394b-5p	AT3G52260.2	4	3	1	Yes
ath-miR394a	AT3G52260.3	4	3	1	Yes
ath-miR840-3p	AT3G17590.2	4.5	5	0	Yes
ath-miR840-3p	AT3G17590.1	4.5	5	0	Yes
ath-miR172d-5p	AT1G51380.1	4.5	6	1	Yes
ath-miR172d-5p	AT1G05720.1	4.5	4	0	Yes
ath-miR172e-3p	AT5G46560.1	4.5	5	1	Yes
ath-miR172a	AT5G46560.1	4	4	1	Yes
ath-miR172b-3p	AT5G46560.1	4	4	1	Yes
ath-miR5021	AT5G11720.1	5	4	0	Yes
ath-miR156f-5p	AT3G17330.2	4	5	0	No
ath-miR156g	AT3G17330.2	5	6	0	No
ath-miR156e	AT3G17330.1	4	5	0	No
ath-miR156d-5p	AT3G17330.1	4	5	0	No
ath-miR156a-5p	AT3G17330.2	4	5	0	No
ath-miR156i	AT3G17330.2	4.5	6	0	No
ath-miR156i	AT3G17330.1	4.5	6	0	No
ath-miR156c-5p	AT3G17330.2	4	5	0	No
ath-miR156a-5p	AT3G17330.1	4	5	0	No
ath-miR156g	AT3G17330.1	5	6	0	No
ath-miR156f-5p	AT3G17330.1	4	5	0	No
ath-miR156c-5p	AT3G17330.1	4	5	0	No
ath-miR156d-5p	AT3G17330.2	4	5	0	No
ath-miR156b-5p	AT3G17330.2	4	5	0	No
ath-miR156e	AT3G17330.2	4	5	0	No
ath-miR156b-5p	AT3G17330.1	4	5	0	No
ath-miR824-3p	AT5G11460.1	4.5	6	0	No
ath-miR159b-5p	AT3G06200.1	4.5	5	0	Yes
ath-miR399d	AT3G05040.1	5	5	0	Yes
ath-miR399b	AT3G05040.1	5	6	0	Yes
ath-miR399c-3p	AT3G05040.1	5	6	0	Yes
ath-miR399e	AT3G05040.1	4	4	0	Yes
ath-miR169f-5p	AT3G20910.1	4	4	1	No
ath-miR169d	AT3G20910.1	4	4	1	No
ath-miR169g-5p	AT3G20910.1	4	4	1	No
